rank,dead,online,name,level,class,id,experience,account,challenges,twitch,ladder
5,FALSE,FALSE,Ironmaan_BTW,100,Necromancer,bace7ed50cbc71a3823c0728c8199d3af37e39042b7cbef1431b541c3013aaf9,4250334444,Pochtli,40,null,SSF Harbinger
6,FALSE,FALSE,SaraThirtyPercent,100,Necromancer,4b3e32dae13d4e79ac18fa6b40054d89c217f51ffecd3995b08b180b939f09c4,4250334444,morale,40,akamorale,Harbinger
6,FALSE,FALSE,GladActor,100,Gladiator,50be13abf904b3de9f2e55224f97a79f243c7eb450a7e10c6ab121a3d008acd2,4250334444,__xyz___,36,null,SSF Harbinger
6,FALSE,FALSE,RETARD_WILSON,100,Slayer,6747e785907326e6d9c9da80559fcdedf84a9b68bf04174ffacb366c3fe7e0b6,4250334444,Exif,36,vinktard,SSF Harbinger HC
6,FALSE,FALSE,ToasterMeetsDisconnect,100,Necromancer,ded09943fa1334fd06626316cd82fc2c6d7722dffbc2b0fe9c6beff79bcc346b,4250334444,Toaster404,36,shockingtoasters,Hardcore Harbinger
7,TRUE,FALSE,midget_SPINNER_,100,Necromancer,221ff99fc8976f803cb8316cd9f828b208e07dacabf4a123d9412d2d188de3c2,4250334444,ashmed,29,null,SSF Harbinger HC
7,FALSE,FALSE,TigrusHarbingerSSF,100,Gladiator,4f2df1fe9818952468a48452dc7219879b38098acf5df764e6d6de838c3ee296,4250334444,DarkTigrus,36,darktigrus0,SSF Harbinger
7,FALSE,FALSE,Towlgtava,100,Pathfinder,ac6d39f1b4793a528cbeff1f16e174e8090399a20ab0356d7063b1abbdd4d561,4250334444,Towlg,40,towlg_,Harbinger
7,FALSE,FALSE,DracorCursePact,100,Occultist,de23b03086c9aa48e307396646ddce93e14f5f78d4b837b99c587279b998d09c,4250334444,Dracor,26,dracorgamingnz,Hardcore Harbinger
8,FALSE,FALSE,PulseTheSlayer,100,Pathfinder,0a0dd70a0ade8a9d3a2bb21963cabf3a7de6b63b6353776965f6cad3cf6277ed,4250334444,pu1s3,25,pulse4444,Harbinger
8,FALSE,FALSE,__Bench,100,Pathfinder,0fa394847a3ef6af938c3a800392d122fcff1a2d425e81f1632cd7ba874a1721,4250334444,kaitozhao,22,ji_ae,Hardcore Harbinger
8,FALSE,FALSE,tsrssf,100,Slayer,1be511397f4673b4b56f2f157ec29584c4465c3f5d7acb95a27a88facb956094,4250334444,Tsar,38,tsrpoe,SSF Harbinger HC
8,FALSE,FALSE,Raptopoulaki,100,Necromancer,5f33abb3669a3fee580d42fa54333f51b3a9ee390a41df2cc9fce4e49aac081f,4250334444,Laticauda1,36,laticaudaz,SSF Harbinger
9,TRUE,FALSE,RIPRiftGnash,100,Slayer,4718de35afba38f6a46d1f3b79ac1d68b5d9d1cf2f16462c7cb4b2eccefb0c7b,4250334444,Lilmarty,40,martypoe,Hardcore Harbinger
9,FALSE,FALSE,BoBo_NecroIsFineNow,100,Pathfinder,5e891554f78bd188fa443a63210a91b32c4c817449f751625b651d03ee095606,4250334444,BoBoTheCasual,22,sayboboplz,Harbinger
9,FALSE,FALSE,SSFBlutBat,100,Elementalist,7b2c49c1edbbbb5028d267249a1f7ae21f88a3f79e081e521ed2c7244f626845,4250334444,Xtermination,29,irbird,SSF Harbinger
9,FALSE,FALSE,Licantrophy,100,Chieftain,9c925ca6d827b5100298f3f93b454b6d191eee2a64e967b3911d67b56154de32,4250334444,toitoi2009,31,null,SSF Harbinger HC
10,FALSE,FALSE,RavenSRSnyang,100,Necromancer,14ae61654818240433967edfb4fe3cb9732224af9d4b31190ae76e9262e0c726,4250334444,bannyan,28,barnyang,SSF Harbinger HC
10,FALSE,FALSE,TheSabotage,100,Pathfinder,26a3ccb0e7629e900b828a3318c61ebaa335e7d06aa71fd07da825feba6628a1,4250334444,braz1k,40,braz1k,Harbinger
10,FALSE,FALSE,BSkiTTy,100,Necromancer,919500f447943e0e85df5ff8fbbe37cfc63ab8eb76c1169f8da1395917f327b4,4250334444,SkiTTyy,27,skitty0,Hardcore Harbinger
10,FALSE,FALSE,Lifeforjoy,100,Hierophant,c587e742f7753671c587b462d9de333ec8d8f6c25258cd537e9894335939d935,4250334444,Qpxswe,37,null,SSF Harbinger
11,FALSE,FALSE,MISTER_EXECUTION_,100,Pathfinder,1fff1c16418c588164878695429c178538b1c778b446a7c86a004a80313bb019,4250334444,Dejan_killer,40,null,Harbinger
11,FALSE,FALSE,HikFinder,100,Pathfinder,2d8e7bca8b0ae4eff4438425aaf2c629a793ed3d2ab6bc4c2ff6fb48a6e6b543,4250334444,Jagaimo,40,ot4ku,SSF Harbinger
11,FALSE,FALSE,ChistorSkeletonka,100,Necromancer,c8d8d1184c7a16c3ce6e5c93b4c3c441ab91690b5b2a9fa0e758a8014797c942,4250334444,chistor_,40,chistor_,Hardcore Harbinger
11,FALSE,FALSE,Armadyl_Godsword,100,Gladiator,ee9c3f803bcdca7a03adc7501d3768580964ef2321fc6e63589091b4fe56b288,4250334444,Sfp4,27,null,SSF Harbinger HC
12,FALSE,FALSE,CaveReTienHarb,100,Occultist,1d852b86f6ef216ca94faed6c89200b35e202e5c9bd8dfacd4c4c791395df6c4,4250334444,r9duc,40,null,Harbinger
12,FALSE,FALSE,Skye_SSF,100,Necromancer,6a2bc2f33c4b6a549a6a9293ba854b6af5e4c995b07a4d3d73a4518657f08357,4250334444,chefstef,40,chefstef_y2k,SSF Harbinger
12,FALSE,FALSE,FrightenedCitizenDrexen,100,Ascendant,939222b487e82765382efde007c3bcf4c7a5be488dc3f3d7470cdf8236e7c1f0,4250334444,Drexeno,29,drexen9,Hardcore Harbinger
12,FALSE,FALSE,AnOrdinaryAbnormality,100,Necromancer,ed05d6028113adea628ea09bce3530ee9636c4a05028087e2c9b4029160e31dc,4250334444,Realyn,38,nyylaer,SSF Harbinger HC
13,TRUE,FALSE,HB_Z,100,Occultist,579388ace6839d903ffc0b8cbb625840159e0541f0e8f877195933a9b4692f10,4250334444,HarilaXL,35,zorrik123,Hardcore Harbinger
13,FALSE,FALSE,tdsion,100,Raider,751ab7fef94093a852edff7818a65345f2aa0c9ee91de92aa4b4b139c8ed4f7a,4250334444,tz21tk,40,null,SSF Harbinger
13,FALSE,FALSE,SkymindTooltipDr,100,Necromancer,c99ee312bf4e3bcff349542e455e1c4e9979e0ce8afaedbd9e7029c89713ff99,4250334444,Skyevn,34,tranhgiang,Harbinger
13,FALSE,FALSE,MATLAB_EEEEEEEEEEEEEEEE,100,Trickster,e96e6b6f224d7608e11a6dae5013c97d14ba0b930ca8812b1cd002d0675dd717,4250334444,Karatecowboy,27,null,SSF Harbinger HC
14,FALSE,FALSE,EpicNeverTopTen,100,Necromancer,3bebf29a9206a1d1d0444800cecfed40ee83ec652812799976aaf5ca8aa283fd,4250334444,pathofexilegod,33,epictelevision,Harbinger
14,FALSE,FALSE,StolenSSF,100,Necromancer,44d24cd3203b41d6c2ca5d9c40c6be78d82ceb12c66fe3e6163a115e766fe120,4250334444,jonas1234,25,null,SSF Harbinger HC
14,FALSE,FALSE,YoloNou_FallofOriath,100,Inquisitor,d6f671295b63d6129e9ab396a13b9262070adec972d7830fecff61e7688cfc4d,4250334444,minaBLe78,23,yolonou,Hardcore Harbinger
14,FALSE,FALSE,beobio_grace,100,Ascendant,f98e6b97aacead1644ee7832d18aad1428e32adb0196ee02f8c564b8b62458cb,4250334444,TishaVosemsot,40,beobio,SSF Harbinger
15,FALSE,FALSE,Nikona,100,Necromancer,01570a32397beab3e611b592e02c5a9761b81c37384a96af9c57a96bfaf08a21,4250334444,nikoon,28,null,SSF Harbinger HC
15,FALSE,FALSE,PantlessOneHundred,100,Guardian,23b4b90e0c4b1f05398e4d1a9451d15b128a38b9ac985855cf8c2ba5aea9c0b1,4250334444,mirkula,40,mirkula,Harbinger
15,FALSE,FALSE,shardfarmer,100,Ascendant,68a7901653baa5f1216fe8f7f496be773160d23664966da1d6355d58da8230d6,4250334444,oxzer,40,null,SSF Harbinger
15,FALSE,FALSE,LordikHateOneShot,100,Chieftain,b39df9a2d605e83b3f0a958f25ea300f9d0585cdcf086a8fee0832b0250932e4,4250334444,Lord1k,27,lord1k1337,Hardcore Harbinger
16,FALSE,FALSE,Bogpilled,100,Champion,1635c331ccc2fcd272a378290ac9ee7e9bdbe9f500c88b06fad8fa29d45be9e5,4250334444,Exif,36,vinktard,SSF Harbinger HC
16,FALSE,FALSE,Xzept,100,Champion,3de059c9d6019dbf3e31522830ef1e01fc300351784f899f712181c63000d04d,4250334444,Xzept239,40,xzept239,Harbinger
16,FALSE,FALSE,Grosseplotee,100,Necromancer,455c61c7f00ab39a754e81c85a29a646ac132085c09f023cb43e43bbfceac677,4250334444,xxownxagexx,24,null,Hardcore Harbinger
16,FALSE,FALSE,SSF_Harb_KEITARO,100,Berserker,c4cb2e3296d9cdb7a9a36670002120103e2d19f955b3a62d398c990fbb440434,4250334444,k3itar0,39,null,SSF Harbinger
17,FALSE,FALSE,ELG_DWSunder,100,Slayer,0793c591c80331812d2fdff79aa7ae60681229588b66def8bb0ccb30cb87716c,4250334444,elgorzzz,26,elgorattwitch,SSF Harbinger HC
17,FALSE,FALSE,betachieff,100,Gladiator,85b0b29801be8aa38c0355045306a4423ddfe18628731012f203f8a70936bca7,4250334444,Betachief,36,betachief,Hardcore Harbinger
17,FALSE,FALSE,VeganVaperGymGoer,100,Gladiator,c82fc9266f61ba9f8ce5e0ca98f9b849a590f0245cebe4b2aa8df1831229e60c,4250334444,lassercj,40,null,Harbinger
17,FALSE,FALSE,jjjugggerrr,100,Juggernaut,d86d456bc33218a200a8ff475545fd9eef657ed4658e3755f53a7e144695541e,4250334444,balroggg,28,null,SSF Harbinger
18,FALSE,FALSE,celdoNotGettingYounger,100,Deadeye,2849cffc0a84d46c018a6989f2337512494ed60ace6c8e2d97dd4a515f4cffb9,4250334444,celdo,28,mrceldo,Hardcore Harbinger
18,FALSE,FALSE,SaveMeTragedy,100,Gladiator,8757a6642c21a3fc908af6e6fd46c8abf9e7410efbc99d1e2d7f8e018db93825,4250334444,Realyn,38,nyylaer,SSF Harbinger HC
18,FALSE,FALSE,BrewtheRF,100,Guardian,8cad1efadc54797e92e5abe69400257161043e5c611a2cf20a99949376d2958d,4250334444,IMBrewmaster,40,null,Harbinger
18,FALSE,FALSE,SteelWhiteTigress,99,Slayer,908778702851a333587c711ad273c388e7d5817c54a42f4b6bafbf8fdca21b62,4058668403,Wolfette,35,null,SSF Harbinger
19,FALSE,FALSE,PISSSSSSSSSSSSSSSSSS,100,Champion,706ae2890c4e538c283a38540d6c3f6dc24c8fc18d4bfcc6315da407360b7652,4250334444,Exif,36,vinktard,SSF Harbinger HC
19,FALSE,FALSE,LUL_Bitchboi_LUL,100,Champion,9d2c973bb73ba7926971f5bd2b75f2bd768c729ad2bd2f67ad0a87c34d12f2ea,4250334444,_D_S_,40,1d1s1,Hardcore Harbinger
19,FALSE,FALSE,Dobrodzieju,99,Slayer,f61f5efdffd9f34d790747854d6406a5d6841c924328b5f24f66dc0405930187,4055327785,Foeh,26,null,SSF Harbinger
19,FALSE,FALSE,FiveThousandES,100,Inquisitor,f82f3ce15f4656d52992845a5499c77472bdd2dfa0358bbffc0261fcb3e14bf7,4250334444,BlimZage,32,null,Harbinger
20,FALSE,FALSE,Fruxxit,100,Pathfinder,139f1f8fc43beee42b24358076a53c830754a0f88dacf7a49c89625850a76293,4250334444,Frouxx,40,null,Harbinger
20,TRUE,FALSE,Trakand_Purity,99,Necromancer,7d1d0a24acd2f54ee2a4160484cba937ea906a580a3c7bd8d831c3f85ec45bc0,4124842623,Trakand,36,trakand,SSF Harbinger HC
20,FALSE,FALSE,CooIgav,100,Gladiator,a0c4c2d44d560bc3730804970ef8b219df952861d61fe98364d0ca70fe5b6feb,4250334444,Coolgav,34,coolgav,Hardcore Harbinger
20,FALSE,FALSE,Vicomtes,99,Necromancer,aeea7345a66b432bb05b4621d29048196bdcd3a77b35d46d82f389ebf520e4bb,4009950532,Fifta,27,null,SSF Harbinger
21,TRUE,FALSE,DEvil_HHC_Solo_I,99,Slayer,24165b2f880287c57a5c3ea07346733a3c7095232d35623388730a9f980d2e83,4029218392,DEvil27,35,vcovre,SSF Harbinger HC
21,FALSE,FALSE,zhouxie,99,Berserker,263fa4c1e8e77d6cd05888a3751cb57c1f7d63d95a3116de2ae4993900f6121a,3949658781,zhouxie115,37,null,SSF Harbinger
21,FALSE,FALSE,Peurips,100,Pathfinder,aa30f23c688f75397820f653a5b6c579922044589801055505b9840b03bb06c1,4250334444,Qstep,25,qstep,Hardcore Harbinger
21,FALSE,FALSE,Zeecro,100,Elementalist,d34587c75272736de17b3815e454c1e88463f5e2fde656e646881317fd8fb0de,4250334444,zeebra,32,zeebra_tv,Harbinger
22,FALSE,FALSE,Chrombinger,100,Inquisitor,3b46320549c2497afed2ba11cc713fcc5cfd84d8962d46f48b8ebca71e5d8681,4250334444,Chromist,36,chromist,Harbinger
22,FALSE,FALSE,Syrtys,98,Chieftain,5d32e0b9613e7a574dee056dfd9cbf17433865d0bbf805c0d00af6efd6c7e34a,3888472082,Syrtis,37,null,SSF Harbinger
22,FALSE,FALSE,AstolfoForever,99,Trickster,640a83cd011a5dd504412a587ad769b5d8116a494dc7ceafe2c2c9b518768210,3997820317,forthelulz123,25,null,SSF Harbinger HC
22,FALSE,FALSE,AtSixesAndSevens,100,Necromancer,96c8ff98bac924e91673f5745036d94676e03479c46ba831ca064e41dfbd9374,4250334444,StupidFatHobbit,30,sfhobbit,Hardcore Harbinger
23,FALSE,FALSE,_Para,100,Inquisitor,52cefbdb0a35138dfd1719d16cf6883cbbd09806b55da3abb44ae5b82a9ed3a8,4250334444,Parahai,40,parahai,Harbinger
23,FALSE,FALSE,MJaySatana,98,Pathfinder,7c6bbcfef56a3c3827e60612d5b64b1678091012a47ada2617fab35db5b7a690,3791654995,SatanaMJay,39,satanamjay,SSF Harbinger
23,TRUE,FALSE,GP_Necro,98,Necromancer,f6f024200acfa75990cea5778bcc13ff12a52f4e19a8f5e113ec65ba85874cfd,3842924872,ihave13gp,36,ihave13gp,SSF Harbinger HC
23,FALSE,FALSE,CPACK_DeathlessBTW,100,Gladiator,fefe689d45e5d7130e35d6cdb90e7bb18e2390d8c2682dc256b180f7712e014d,4250334444,Cpack,30,cpack,Hardcore Harbinger
24,FALSE,FALSE,QounDiggingHolesMonkaS,98,Trickster,1fe6fc55963e3466b3abe19a0fa304cf4badcdf65d4ff50e997774d0c46f1ddb,3773770263,Qouning,31,null,SSF Harbinger
24,FALSE,FALSE,GrootSlayer,100,Slayer,257b8451f7c73fed4ebdd8542950a46797e87b3a40f5448a94c500c72a53d7be,4250334444,jasonRAWR,40,jasonrawr,Harbinger
24,TRUE,FALSE,KiasLifeIsGreat,98,Inquisitor,3bf918ed1e71852dcbcab87c24230b69472e771c97760783d2773b37f3c5ade6,3837129479,kiasyd1987,24,fredrick1337,SSF Harbinger HC
24,FALSE,FALSE,Rolllfer,100,Gladiator,fd6bc31c23a9783ec4d7ccbddced1ea9f7829a5956065a49ce6fe82755397e08,4250334444,Baalpredator,34,null,Hardcore Harbinger
25,FALSE,FALSE,Reymea,98,Pathfinder,1921ef67147e96581a53af55bf36e6b91a9a177f38360afb9f1332a72645e5d2,3758654236,Reymea,32,null,SSF Harbinger
25,FALSE,FALSE,redsameri_NerfBiscosPls,100,Necromancer,3eea999461293c873f1a3fa502f5919afc4dbc23bc11c9d25ec131bb46a6a93d,4250334444,redsameri,39,chuxterr,Harbinger
25,TRUE,FALSE,ShiruRSSFHB,98,Raider,a6a5d7972f418ef8bc45b0440a4bcd96b927d41501470fe602a48e181af21c4c,3813778355,shirusen,23,null,SSF Harbinger HC
25,FALSE,FALSE,SNKort,100,Guardian,af9f91ed0a718df4e31e96b50e5305d1683b12e57c9410db03dc2987882df70c,4250334444,SNKort,28,snkort,Hardcore Harbinger
26,FALSE,TRUE,Cyba,98,Raider,297d1b03221842a80d7d99d551978ed3f372b124beddff8af6fc88c76e8756e9,3773415535,Cyba,25,cybagames,SSF Harbinger HC
26,FALSE,FALSE,Andrika_Harbinger,100,Pathfinder,779d9d2bf942b500df5334108b41bab1ee94e4659bb40fc8c031802749d84f16,4250334444,Andrikayaya,29,andrikayaya,Harbinger
26,FALSE,FALSE,EineKleineFlammenwerfer,98,Trickster,caf3eb141a900574c71be3f29c3d8e1020abda9b25d5eb6d512e236f947fb1d2,3757761497,Kanonfuter,38,null,SSF Harbinger
26,FALSE,FALSE,Radiancex,100,Saboteur,ede65d0b772db5e8fa78c4e907c4a7b23862ccaadb8460133df5b0d58238ae2c,4250334444,AngryLuq,24,tomdwan_,Hardcore Harbinger
27,TRUE,FALSE,Karat_RS,98,Necromancer,39e68e5ba9c48ab01d7130309c9acfab88c5e9cfe515e8d98661c81992c076c9,3766531293,krt,37,krtffs,SSF Harbinger HC
27,FALSE,FALSE,LauraPalmerRESURRECTED,100,Ascendant,6abc54f0edaf1c10fbf059103437dc71c3c0dd38aca82ab7f9b111833a19abfe,4250334444,Chris0au,25,null,Hardcore Harbinger
27,FALSE,FALSE,Trade,98,Raider,7cecab76b892d79ff37d3347f393f0cfa4c59c7555e3a1c5c41682d65e433d62,3717328074,Desreien,37,null,SSF Harbinger
27,FALSE,FALSE,Melph_NerfBiscosPls,100,Raider,d7e80c8d4e1199fc4c416a06858d356f8e1bfee14f7c43a69aa41f0983163824,4250334444,Melphy,37,melphys29,Harbinger
28,FALSE,TRUE,homerSun_Shine,98,Necromancer,2e7bd8ebf95ec750ee9b1a71c43b158e9dee7e35e8ca49478a1acc66e7a83aba,3751257279,homersx,24,null,SSF Harbinger HC
28,FALSE,FALSE,Jaffa_Leech,100,Berserker,587b574ef61c3145bbdae827010a26095b5b500432cce1ae22a37bfd967615cd,4250334444,mssimi,24,null,Harbinger
28,FALSE,FALSE,Minarai_Sunder_SSF,98,Berserker,7c72309bc1a6368082973931ff474d1eb4477ad700c14c2446b8de335fc58a63,3688485608,komadukai,28,null,SSF Harbinger
28,FALSE,FALSE,meCraeburn,100,Berserker,f2312b903e2f2206a3b1a989f37e1549d524a4669bf8e3d82a9937f268f09d3c,4250334444,Craeburn,34,craeburn,Hardcore Harbinger
29,FALSE,FALSE,not_sure_if_traps_r_gay,98,Necromancer,0b8fde607f3aaf2ba0e2265580f1fb4521f0d6061260a844f7357a1c7f2b2e26,3682758404,QueenTakesKnight,31,null,SSF Harbinger
29,FALSE,FALSE,DwZ_HasBeenSlainz,100,Inquisitor,3c3d97e001fa45d9059f48cf79b6e8a7d4c7cdd122a0ad89045bf3d2fde556a5,4250334444,eDuwz,37,eduwz,Hardcore Harbinger
29,TRUE,FALSE,Joschi,98,Slayer,58b90690f55e5d810bdf994ec160345f119125d22b970536eef4efeb2bd7602f,3716983627,Joschn,28,joschn,SSF Harbinger HC
29,FALSE,FALSE,Father_Of_All_CoC,100,Berserker,8a4feb88728bc2f2d9b688f2f01f84567fdb30bd5b657b5994cea88da9c948e8,4250334444,akiro78,18,null,Harbinger
30,FALSE,FALSE,KineticKineticKinetic,100,Saboteur,069b6c8aec98c5c009066a549e6305e15c761cfd6cdcf53f74b0aa5177644afd,4250334444,Details,30,distq,Hardcore Harbinger
30,FALSE,FALSE,Cethaz,98,Necromancer,8961a59c3e206de93ccb5f4e8c9bf927948fc620ec4626f5ddb20838e1023b41,3662207742,Zoraith,29,null,SSF Harbinger
30,TRUE,FALSE,gisk,98,Necromancer,bccee2f9ec1cc967ebf20a2a1e841f4391d0296e72ab57326fdce52a3421e9bc,3715467806,gisk,26,giskcom,SSF Harbinger HC
30,FALSE,FALSE,FlamingoSoup,100,Inquisitor,e7ccdb943baf3b6aab1fa5530df39900d7f7473d3d130e3e1e03e3d2ad236fea,4250334444,DaHartley,27,waifugate,Harbinger
31,TRUE,FALSE,BecomeTheRat,98,Ascendant,0292645b57dc6615ee3f24ca0654888d1fe0a4ce5ef9d45b8437b84cdc5c681e,3695345391,nugiyen,31,nugiyen,SSF Harbinger HC
31,FALSE,FALSE,Big_Lad_meta,100,Occultist,388af073e7dd2777a027c01f62e9f8d0ad50be99b5197cee499909f5797dbe26,4250334444,dose12345,28,null,Harbinger
31,FALSE,FALSE,IcedVx,100,Berserker,3aa0998f52154fb1d8389e23be12a0d8397f3b90beceeca8b1f489dc5370faa8,4250334444,IcedNx,24,null,Hardcore Harbinger
31,FALSE,FALSE,NecroFuns,98,Necromancer,dd5f0f119a0be945e2a3255959c541bcbe66e0b0cb9f853f2314aca05e1bfd15,3660936043,oOFenrixOo,26,fenrix08,SSF Harbinger
32,TRUE,FALSE,Chip_second,98,Trickster,158d13ed2a8dfe6aa2ff13302a3e0d9b8612c6f9fc8e38439fa55a2b666b9203,3643079254,ssxssx66,27,ses_chip,SSF Harbinger HC
32,FALSE,FALSE,ЗОАА_ВУРАДООО_Кироу,100,Gladiator,213a33bfd5e90b1f543885798b5f4be59fb32759cfd22902b3e7312f5e3a2ac9,4250334444,KirowGod1337,22,null,Hardcore Harbinger
32,FALSE,FALSE,TooMuchVicodin,98,Raider,483dc6c373c127498001889137e7bd7b140cbbc2d49f349f212e879944c35d37,3639576410,__xyz___,36,null,SSF Harbinger
32,FALSE,FALSE,Bud,100,Guardian,d461f13ade5c7f42aec2750c3b7a27684d26bf9d248d9d88c483afd86354a42b,4250334444,FredPoe,40,fredpoe,Harbinger
33,FALSE,FALSE,DrawBackJoe,100,Juggernaut,57a7f2a70d686e6cd38756044c141d18287a8d35a1d4fe97774bc09c5b71c4ce,4250334444,d2trust,36,gamerjoe23,Harbinger
33,TRUE,FALSE,UberSRSNumberThree,97,Necromancer,8307e2ce3e8e0f63ce69c56d76139720428384b7412505ad7d7b1299f60c233a,3606538211,TheuberClips,38,theuberelite,SSF Harbinger HC
33,FALSE,FALSE,aMooster_REBORN,100,Inquisitor,c6151bd228f9786e5cb994c393541e98d0093beb4f2f5d71b5ad20447adb5123,4250334444,banshoon,23,me_bobo,Hardcore Harbinger
33,FALSE,FALSE,RussellCrowe_,98,Gladiator,eaf7e5977439536407494e4e9b38633fa3b057cc32de01f01190e23f5ac7cc0c,3638413591,__xyz___,36,null,SSF Harbinger
34,TRUE,FALSE,Wildcard_III_Harbinger,97,Necromancer,1f1f21bb206ca50e10ee4105ec44714fdfbcaac6909726ceda9a32ccd28d4d32,3571460698,omniunit,37,null,SSF Harbinger HC
34,FALSE,FALSE,Crucifier_Avenged,97,Berserker,286fb3b9c65f73640b97114e2b311464cd73a6350dcb29058ee71e15340748d6,3595397541,Narcosynth,32,null,SSF Harbinger
34,FALSE,FALSE,hewsti,100,Gladiator,86faf12856348af461ecb2c0d7c08494a0ee93ccbab7888dfd3c15540f4d71d8,4250334444,AlkaizerX,22,null,Hardcore Harbinger
34,FALSE,FALSE,Yooonhaa,100,Ascendant,97807fdbc991331f22873de0f22c2540d17891ab2fe1a14b7a1cc4d60defbe4e,4250334444,Sm0ky88,28,null,Harbinger
35,FALSE,FALSE,Kotan_Kor_Kamuy,97,Berserker,69cc36a60b2348ca33164a4ba9ff0b950dc1bc2ce1e6ea9a82ea305298c17d18,3564680342,kinmiya,29,null,SSF Harbinger
35,FALSE,FALSE,Juchenka,100,Ascendant,83ffb49ba3f6be7b77667ab7e76e7a8236725f3042af15c1cc94985fe363fc1a,4250334444,Pizdexx,37,null,Harbinger
35,FALSE,FALSE,Minted,100,Trickster,d40d085a1c5a9e18e690e9916c08e2b17b2fe503c15ca81953cf0e76486915d7,4250334444,Minted,24,mintedclover,Hardcore Harbinger
35,TRUE,FALSE,hasteguyBTW,97,Trickster,eaaa6d42477aed3e289e2fedf051fdc7e7992bd2d5a9f18bef09c55b3631cf46,3554570158,haste,26,hasteguy,SSF Harbinger HC
36,FALSE,FALSE,cuteboy,100,Raider,16ab1fdcbe843a41d6acced9a9994c26bca51c9ffadbe637c7c258fe6a2a7c02,4250334444,权志龙,29,emijung,Harbinger
36,TRUE,FALSE,ieTheGorilla,97,Saboteur,976bf3d5c6a3cf7b7c04ca28899f76f03c65fa437c5d0886241d57f468ff530d,3550098613,gorillajuice,24,gorillajoose,SSF Harbinger HC
36,FALSE,FALSE,ougarairin,97,Necromancer,d31b0ccbbcc9051886b804909769f564c2ce8869af65015ca7658dec8497b0d5,3556422864,hakusurahakusula,30,null,SSF Harbinger
36,FALSE,FALSE,pm_desmondthomasdoss,100,Necromancer,f27d68f9c52eeeb03adbb887bb32d64ca2dcb3ee7f171c1e9558a0f51b8d4967,4250334444,pmicha2,36,null,Hardcore Harbinger
37,FALSE,FALSE,GALSunder,100,Slayer,80c7cd5c70386313431af33b5f47cf2828fb5bd2fe8056624de06e5be43d0fd5,4250334444,gal4214,36,null,Hardcore Harbinger
37,FALSE,FALSE,Kamikaze_Hunter,100,Pathfinder,b7223b0d00b17dc8184ef5a191fba04f114c3891327f59f313c06e9964aff752,4250334444,Leichenschnitzel,29,leichenschnitzel,Harbinger
37,FALSE,FALSE,McHPhant,97,Hierophant,c7de51d9db9a5fb573e826ef62495c960d90f44577dfe7965dcff2ffdbd2c5af,3501905114,BrianMcFlyy,26,null,SSF Harbinger HC
37,FALSE,FALSE,ExhorderF,97,Berserker,dd9996c619f0a53992b86cc5a795cfaab12676704aab0776cc470e0fd838993a,3511963871,Exho,30,exhorder,SSF Harbinger
38,FALSE,FALSE,SSF_ShitBirdOfTheYear,97,Saboteur,3b49c8b92352a6e4df394b7c173f76c06542ddca04f908444961b4104dc4ee34,3495406193,EvilED,28,null,SSF Harbinger HC
38,FALSE,FALSE,SATORI_MORNING,100,Slayer,c194948e86fbfa41fcf4efa8643564b86c28f106fcd559d15a73c439395c9031,4250334444,strn555,36,null,Harbinger
38,FALSE,FALSE,HexBazou_OnTheRoad,97,Trickster,d2c0db9384a8500c934a9e8119bd24e53ace9eeaf515864a64c2aeeaf8ac6d64,3484312483,BazouHC,35,null,SSF Harbinger
38,FALSE,FALSE,Briefcaseman,100,Trickster,d720689c2a97ac030488b8705b403bf720b338a3e8b6e1076b8df7ef6234bd73,4250334444,Dropman,25,null,Hardcore Harbinger
39,TRUE,FALSE,Hidashomosusikarhuvittu,97,Hierophant,10b9b7f32f215421819d271b9d2dabc12402a16cc731456666fb65e5282b071a,3480353004,enmuista,26,null,SSF Harbinger HC
39,FALSE,FALSE,MargoHarbinger,100,Inquisitor,23811c5217fb9491ab1f4f2bd4600c67504d34df530d1d3b565d61928dd78955,4250334444,masteeer,40,masteeeer,Harbinger
39,FALSE,FALSE,wbyharbinger,100,Trickster,cfd35de26a1458848ddeea726b22b9386b378c3a8d0d8a0658db4f7910d9e573,4250334444,wby87,40,wby87,Hardcore Harbinger
39,FALSE,FALSE,VietnamesePride,97,Gladiator,f69d17dc368804514fb876217743a784e8af862c4dfb9f7bb9ca086a41f21188,3482428693,prononame,26,null,SSF Harbinger
40,FALSE,FALSE,BurningOmeletteTwo,97,Guardian,3e3b2ef60c8b8867ee59ae33a7b426f1f7e1889c02284eb851201dc26f8e7f91,3477007517,North2,29,rnorth2,SSF Harbinger
40,TRUE,FALSE,DondocEZ,97,Chieftain,7b4cfbed263f1ea712daa29ad9f6b66ae018bdc9eee900671404e6e2fdb21cc4,3471703249,Dondoc44,28,null,SSF Harbinger HC
40,FALSE,FALSE,Amazon,100,Deadeye,8a8597042c52c43d8e5553bb129a15c0e658f41b28cfbf2c8a9cbf6f7041ff5c,4250334444,mpn,36,mpnsz,Hardcore Harbinger
40,FALSE,FALSE,GesuTokyoDream,100,Trickster,8efedb88e58eedd76262119dc75476f71f253102868892789f65d5f96b84ed41,4250334444,Koshiniki,36,null,Harbinger
